OBJECTID,HoodName,HoodID,F2021_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_2021,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,Assault_Rate2021,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_2021,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,AutoTheft_Rate2021,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_2021,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,BreakAndEnter_Rate2021,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_2021,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,Robbery_Rate2021,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_2021,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,TheftOver_Rate2021,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_2021,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Homicide_Rate2021,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shootings_2021,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,Shootings_Rate2021,TheftfromMotorVehicle_2014,TheftfromMotorVehicle_2015,TheftfromMotorVehicle_2016,TheftfromMotorVehicle_2017,TheftfromMotorVehicle_2018,TheftfromMotorVehicle_2019,TheftfromMotorVehicle_2020,TheftfromMotorVehicle_2021,TheftfromMotorVehicle_Rate2014,TheftfromMotorVehicle_Rate2015,TheftfromMotorVehicle_Rate2016,TheftfromMotorVehicle_Rate2017,TheftfromMotorVehicle_Rate2018,TheftfromMotorVehicle_Rate2019,TheftfromMotorVehicle_Rate2020,TheftfromMotorVehicle_Rate2021,Shape__Area,Shape__Length
79,Elms-Old Rexdale,005,10112,45,50,69,61,56,71,49,66,459.6997,512.6102,707.9828,621.3078,565.828,712.2793,487.8049,652.6899,7,19,16,11,33,28,42,51,71.50883,194.7919,164.1699,112.0391,333.4344,280.8989,418.1185,504.3513,8,17,10,12,7,10,14,10,81.72439,174.2875,102.6062,122.2245,70.7285,100.321,139.3728,98.8924,14,8,20,20,13,15,7,7,143.0177,82.01763,205.2124,203.7075,131.3529,150.4815,69.68641,69.22469,1,1,0,2,1,4,2,3,10.21555,10.2522,0,20.37075,10.10407,40.12841,19.9104,29.66772,0,0,0,2,0,0,0,0,0,0,0,20.37075,0,0,0,0,1,4,3,6,3,7,0,6,10.21555,41.00882,30.78186,61.11224,30.31222,70.22472,0,59.33544304,31,24,24,20,19,25,34,18,316.682,246.0529,246.2549,203.7075,191.9774,250.8026,338.4769,178.0063291,5616276.9609375,12955.2935814208
80,Agincourt North,129,32003,67,77,78,73,80,81,69,62,219.9462,255.2712,260.3906,240.5034,259.7656,259.4823,218.2301,193.7318,17,29,16,33,43,42,62,48,55.80724,96.1411,53.41345,108.7207,139.624,134.5464,196.0908,149.9859,46,53,49,49,69,56,17,18,151.0078,175.7061,163.5787,161.4338,224.0478,179.3952,53.76684,56.24473,34,37,13,22,43,37,17,6,111.6145,122.6628,43.39843,72.48048,139.624,118.529,53.76684,18.74824,1,6,5,11,4,2,5,2,3.282779,19.89126,16.6917,36.24024,12.98828,6.406971,15.81378,6.249414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,3.294567,0,6.406971,6.325511,3.124707059,63,46,48,97,69,68,60,32,206.815,152.4997,160.2404,319.573,224.0478,217.837,189.7653,99.99062588,13951116.09375,17159.6098087252
81,Agincourt South-Malvern West,128,28102,104,103,133,111,117,121,131,156,436.3148,426.7484,542.3922,440.1269,450.7455,453.4723,477.9975,555.1206,32,29,27,34,38,58,63,39,134.2507,120.1525,110.1097,134.8136,146.396,217.3669,229.8767,138.7802,73,60,61,92,93,100,82,44,306.2594,248.5913,248.7664,364.7899,358.2849,374.7704,299.2046,156.5725,25,23,21,33,33,29,18,18,104.8834,95.29333,85.64088,130.8485,127.1333,108.6834,65.67905,64.05238,19,9,12,13,10,15,8,6,79.71136,37.2887,48.93764,51.54639,38.52525,56.21557,29.19069,21.35079,0,0,0,0,1,0,2,1,0,0,0,0,0,0,7.297672,3.55846559,0,1,3,4,5,2,1,5,0,4.143188,12.23441,15.86043,19.26263,7.495409,3.648836,17.79232795,86,71,62,83,72,58,66,86,360.7988,294.1664,252.8445,329.1039,277.3818,217.3669,240.8232,306.0280407,15117111.4296875,21320.7189079318
82,Englemount-Lawrence,032,25575,80,84,133,107,97,114,103,89,349.162,366.2046,577.6079,454.6613,403.1755,463.754,410.5385,347.9961,29,22,23,36,40,23,31,34,126.5712,95.91071,99.88708,152.9702,166.2579,93.5644,123.5601,132.9423,44,41,57,46,52,32,34,23,192.0391,178.7427,247.5462,195.4619,216.1353,130.1766,135.5176,89.93157,31,14,39,23,10,15,24,7,135.3003,61.03409,169.3737,97.73094,41.56449,61.02026,95.65945,27.37048,4,2,7,10,7,7,8,9,17.4581,8.719156,30.40042,42.49171,29.09514,28.47612,31.88648,35.19062,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.985811,3.910068426,3,6,14,4,8,12,11,4,13.09358,26.15747,60.80083,16.99669,33.25159,48.81621,43.84391,15.6402737,29,53,38,51,55,63,69,62,126.5712,231.0576,165.0308,216.7077,228.6047,256.2851,275.0209,242.4242424,6663982.60546875,11514.3075215915
83,Eringate-Centennial-West Deane,011,20112,59,65,63,58,36,45,42,41,307.4518,339.9582,329.912,300.8143,184.3979,228.2179,210.801,203.8584,28,24,30,29,27,41,50,64,145.9093,125.523,157.101,150.4071,138.2984,207.9318,250.9536,318.218,40,28,28,18,33,20,12,15,208.4419,146.4435,146.6276,93.35616,169.0314,101.4302,60.22887,74.58234,18,16,14,18,11,11,19,5,93.79885,83.68201,73.31378,93.35616,56.3438,55.78659,95.36237,24.86078,6,4,4,2,4,4,5,2,31.26628,20.9205,20.94679,10.37291,20.48866,20.28603,25.09536,9.944312,0,0,0,0,2,1,0,0,0,0,0,0,5.122164,5.071508,0,0,0,4,3,3,3,2,4,1,0,20.9205,15.7101,15.55936,15.36649,10.14302,20.07629,4.972155927,72,46,42,29,42,36,37,34,375.1954,240.5858,219.9413,150.4071,215.1309,182.5743,185.7057,169.0533015,16530772.1445313,21240.3186533975
84,L'Amoreaux,117,49360,126,160,173,176,162,197,192,180,275.7172,352.3143,382.1262,382.2182,345.3348,412.8854,395.7213,364.6678,17,19,27,24,32,40,33,36,37.19994,41.83732,59.6382,52.12066,68.21428,83.83459,68.0146,72.93355,68,84,50,74,76,86,48,31,148.7998,184.965,110.4411,160.7054,162.0089,180.2444,98.93031,62.80389,50,36,38,39,39,60,27,15,109.4116,79.27071,83.93523,84.69607,83.13615,125.7519,55.6483,30.38898,4,9,4,6,9,2,5,7,8.752927,19.81768,8.835288,13.03016,19.18527,4.19173,10.30524,14.18152,0,0,2,1,0,0,2,0,0,0,4.417644,2.171694,0,0,4.122097,0,2,2,7,11,7,9,9,5,4.376463,4.403928,15.46175,23.88864,14.92187,18.86278,18.54943,10.12965964,79,67,52,59,67,58,72,54,172.8703,147.5316,114.8587,128.13,142.8236,121.5602,148.3955,109.4003241,13741654,17414.0990315405
85,Banbury-Don Mills,042,31917,60,77,86,111,77,73,83,87,213.2575,272.7981,302.4974,381.6006,258.4326,239.5406,266.1451,272.582,19,19,7,16,28,44,50,33,67.53155,67.31383,24.62188,55.0055,93.9755,144.3806,160.3284,103.3932,65,87,57,64,85,81,42,23,231.029,308.2265,200.4924,220.022,285.2828,265.7916,134.6758,72.06191,12,28,18,10,7,13,7,3,42.6515,99.19932,63.3134,34.37844,23.49388,42.65792,22.44597,9.39938,10,14,11,5,8,16,8,9,35.54292,49.59966,38.69152,17.18922,26.85014,52.50205,25.65254,28.19814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,2,3.554292,0,7.034822,3.437844,0,6.562757,6.413134,6.266253094,73,39,47,59,64,58,51,41,259.4633,138.1705,165.3183,202.8328,214.8011,190.3199,163.5349,128.4581884,19248572.9804688,25141.3843256155
86,Bathurst Manor,034,18010,47,45,71,56,68,59,60,53,290.4462,277.1448,434.1446,336.0134,400.424,340.8631,340.3676,294.2809,37,23,25,24,38,25,46,43,228.6491,141.6518,152.8678,144.0058,223.7663,144.4335,260.9485,238.7562,34,30,33,38,32,22,27,18,210.11,184.7632,201.7855,228.0091,188.4348,127.1015,153.1654,99.94447,9,8,11,14,10,18,8,9,55.61735,49.27018,67.26183,84.00336,58.88588,103.9921,45.38235,49.97224,2,2,4,5,3,5,7,1,12.35941,12.31755,24.45885,30.0012,17.66576,28.88671,39.70955,5.552471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.55247085,38,28,34,30,39,31,58,34,234.8288,172.4456,207.9002,180.0072,229.6549,179.0976,329.022,188.7840089,9133854.61328125,20183.7636479648
87,Alderwood,020,13478,45,47,39,21,30,36,37,27,363.8422,379.5526,313.8328,166.4157,233.5721,275.8409,279.414,200.3265,9,18,17,15,25,14,28,32,72.76843,145.3606,136.7989,118.8684,194.6434,107.2715,211.4484,237.424,24,28,26,23,23,26,43,17,194.0492,226.1165,209.2219,182.2648,179.0719,199.2184,324.7244,126.1315,8,6,10,6,8,5,12,2,64.68305,48.45353,80.46995,47.54735,62.28589,38.31124,90.62075,14.839,7,3,10,7,7,7,5,4,56.59767,24.22676,80.46995,55.47191,54.50016,53.63574,37.75865,29.67799,1,0,0,0,0,0,0,0,8.08538163,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16.17076,0,0,0,0,7.662248,0,0,37,45,45,17,20,54,47,47,299.1591,363.4014,362.1147,134.7175,155.7147,413.7614,354.9313,348.7164268,9502555.22265625,12667.2391247085
88,Regent Park,072,13576,102,114,122,125,138,177,148,182,924.6669,1024.995,1085.796,1068.559,1133.843,1399.763,1127.104,1340.601,9,13,3,9,9,24,11,9,81.58825,116.8855,26.69989,76.93623,73.94627,189.7983,83.77122,66.29346,33,30,25,29,28,66,28,32,299.1569,269.7357,222.4991,247.9056,230.0551,521.9454,213.2359,235.7101,22,15,19,17,33,19,16,16,199.4379,134.8678,169.0993,145.324,271.1363,150.257,121.8491,117.855,8,6,3,2,5,5,5,6,72.52289,53.94713,26.69989,17.09694,41.08126,39.54132,38.07783,44.19564,1,0,0,3,2,0,1,1,9.065361255,0,0,25.64541,0,0,7.615566,7.365939894,6,5,5,8,10,6,7,2,54.39217,44.95594,44.49982,68.38776,82.16251,47.44958,53.30896,14.73187979,56,60,48,38,72,60,42,22,507.6602,539.4713,427.1983,324.8419,591.5701,474.4958,319.8538,162.0506777,1243351.18359375,4506.00111749639
89,Bendale,127,33211,197,219,254,267,255,273,218,191,654.3763,718.4803,821.5279,851.2673,801.0303,844.5737,665.2426,575.1107,45,49,49,34,54,56,56,90,149.4768,160.7559,158.4837,108.4011,169.63,173.2459,170.888,270.9945,97,61,58,62,52,52,31,27,322.2056,200.1247,187.593,197.6726,163.3474,160.8712,94.59872,81.29836,66,70,63,83,48,43,22,56,219.2327,229.6513,203.7648,264.6262,150.7822,133.0281,67.13457,168.6188,8,10,12,20,13,9,7,7,26.57366,32.80732,38.81234,63.76534,40.83684,27.84309,21.361,21.07735,1,0,3,0,0,1,1,0,3.321707358,0,9.703086,0,3.141295,3.093677,3.051572,0,2,1,5,6,2,2,9,8,6.643414,3.280732,16.17181,19.1296,6.282591,6.187353,27.46414,24.08840444,98,93,61,109,79,87,69,67,325.5273,305.1081,197.2961,347.5211,248.1623,269.1499,210.5584,201.7403872,14303375.3007813,18255.0006292262
90,Birchcliffe-Cliffside,122,24421,139,131,198,158,199,207,145,142,611.1771,574.4102,864.2891,680.7997,844.5085,866.8705,599.6196,581.4668,13,17,15,13,24,26,20,29,57.16045,74.54179,65.47645,56.01517,101.8503,108.8823,82.70615,118.7503,73,81,76,83,70,57,46,41,320.9779,355.1697,331.7473,357.6353,297.0633,238.7035,190.2241,167.8883,16,26,22,14,21,31,21,12,70.35132,114.0051,96.03213,60.32403,89.119,129.8212,86.84145,49.13804,3,5,6,5,8,7,5,4,13.19087,21.92406,26.19058,21.54429,33.95009,29.31446,20.67654,16.37934,0,1,0,1,1,0,0,0,0,4.384811,0,4.308859,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4.243762,8.37556,0,4.094836411,83,108,93,58,98,93,88,68,364.9474,473.5596,405.954,249.9138,415.8886,389.4635,363.907,278.448876,11501541.3632813,20339.2919049978
91,Weston-Pellam Park,091,12201,92,95,83,75,87,115,102,92,775.4551,814.8212,722.7447,644.4406,738.1639,962.7459,844.7905,754.0366,23,16,16,6,14,13,18,16,193.8638,137.233,139.3243,51.55525,118.785,108.8321,149.0807,131.1368,26,23,16,8,23,24,29,23,219.1504,197.2725,139.3243,68.74033,195.1468,200.9209,240.1855,188.5091,11,13,15,10,25,5,4,6,92.71747,111.5018,130.6165,85.92542,212.1161,41.85852,33.12904,49.1763,4,4,8,1,2,3,3,1,33.71544,34.30826,69.66214,8.592542,16.96929,25.11511,24.84678,8.19605,1,1,1,0,1,1,0,0,8.428860418,8.577065,8.707767,0,8.484643,8.371704,0,0,1,1,4,2,4,3,4,4,8.428861,8.577065,34.83107,17.18508,33.93857,25.11511,33.12904,32.78419802,22,28,21,11,26,24,36,17,185.4349,240.1578,182.8631,94.51796,220.6007,200.9209,298.1613,139.3328416,2794163.75,7655.49802554866
92,Downsview-Roding-CFB,026,39602,330,357,359,408,426,436,362,428,916.3612,990.4561,993.002,1107.793,1134.397,1138.917,928.6575,1080.754,102,103,89,84,109,162,155,176,283.2389,285.7618,246.176,228.0749,290.2564,423.1754,397.6296,444.422,87,76,52,58,86,117,89,91,241.5861,210.8534,143.8332,157.4803,229.0097,305.6267,228.3164,229.7864,69,66,48,63,70,62,55,40,191.6028,183.1095,132.7691,171.0562,186.4032,161.956,141.0944,101.005,15,15,11,21,14,14,24,24,41.65278,41.6158,30.42624,57.01873,37.28064,36.57071,61.56845,60.603,1,0,1,2,1,3,2,0,2.77685216,0,2.766022,5.430356,7.988709,7.836581,5.130705,0,8,8,8,12,10,12,10,10,22.21482,22.1951,22.12818,32.58213,26.62903,31.34632,25.65352,25.25124994,135,91,104,112,179,191,234,170,374.875,252.4692,287.6663,304.0999,476.6597,498.929,600.2925,429.2712489,28736086.625,29478.7872367959
93,Lambton Baby Point,114,8482,28,41,20,22,25,26,31,34,341.5467,500.3661,243.4275,265.9253,300.2642,310.1515,367.6035,400.8488,8,8,1,9,16,10,11,10,97.58478,97.63242,12.17137,108.7876,192.1691,119.289,130.4399,117.8967,17,13,9,10,10,15,13,6,207.3676,158.6527,109.5424,120.8751,120.1057,178.9336,154.1563,70.73804,1,8,5,2,1,4,1,0,12.1981,97.63242,60.85686,24.17503,12.01057,47.71561,11.85818,0,0,2,2,0,2,1,2,1,0,24.4081,24.34275,0,24.02114,11.9289,23.71635,11.78967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3,0,0,12.1981,36.61216,0,12.08751,0,35.78671,0,0,21,13,14,7,24,17,16,7,256.16,158.6527,170.3992,84.61259,288.2537,202.7914,189.7308,82.52770573,3407205.80078125,11182.4779312487
94,Bay Street Corridor,076,33975,524,665,658,801,765,894,516,499,2149.391,2593.604,2434.242,2819.529,2562.042,2855.956,1573.651,1468.727,22,26,26,24,43,55,27,42,90.2416,101.4041,96.18586,84.48027,144.0102,175.702,82.34218,123.6203,96,160,121,180,170,201,227,150,393.7815,624.025,447.6342,633.6021,569.3426,642.111,692.2842,441.5011,86,72,101,122,127,118,80,75,352.7626,280.8112,373.6451,429.4414,425.3324,376.9607,243.9768,220.7505,53,43,40,48,53,73,42,37,217.4002,167.7067,147.9782,168.9605,177.5009,233.2045,128.0878,108.9036,1,4,1,0,3,4,1,1,4.101890972,15.60062,3.699456,0,13.3963,12.77833,3.04971,2.943340692,1,5,2,3,6,6,5,3,4.101891,19.50078,7.398912,10.56003,20.09444,19.16749,15.24855,8.830022075,169,135,103,105,149,209,171,84,693.2196,526.5211,381.044,369.6012,499.012,667.6677,521.5004,247.2406181,3459334.3046875,9594.53995980034
95,Black Creek,024,23410,225,228,276,240,205,219,281,212,997.0753,1016.088,1231.483,1062.558,898.6104,952.0084,1210.894,905.5959,43,46,51,34,55,77,83,66,190.5522,205.0002,227.5567,150.5291,241.0906,334.7244,357.6661,281.9308,26,27,27,26,30,38,25,28,115.2176,120.3262,120.4712,115.1105,131.504,165.1887,107.7308,119.607,50,46,43,53,31,49,26,15,221.5723,205.0002,191.8615,234.6483,135.8874,213.0064,112.04,64.07518,9,4,8,17,8,9,16,9,39.88301,17.82611,35.69516,75.26453,35.06773,39.12363,68.94769,38.44511,0,0,1,0,4,0,3,0,0,0,4.461895,0,0,0,12.92769,0,11,11,16,12,15,6,18,13,48.7459,49.02179,71.39033,53.12791,65.75198,26.08242,77.56615,55.53182401,41,28,55,46,58,66,89,66,181.6893,124.7827,245.4043,203.657,254.241,286.9066,383.5215,281.9307988,6627276.2421875,11691.8659669801
96,Willowdale East,051,59066,141,131,159,167,200,174,138,176,280.9213,255.9644,303.6553,311.2188,363.2599,308.1992,238.5232,297.9718,33,27,49,25,41,67,76,114,65.74753,52.75601,93.57932,46.58964,74.46828,118.6744,131.3606,193.0044,88,75,78,95,76,89,76,62,175.3268,146.5445,148.963,177.0406,138.0388,157.6421,131.3606,104.9673,24,33,41,53,67,44,39,43,47.81638,64.47957,78.30106,98.77003,121.6921,77.93542,67.40874,72.79992,9,11,13,18,14,28,17,19,17.93114,21.49319,24.82717,33.54454,25.42819,49.59527,29.3833,32.1674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.728429,0,2,0,0,1,2,2,3,1,3.984699,0,0,1.863586,3.632599,3.542519,5.185287,1.693021366,49,38,66,66,69,139,167,154,97.62512,74.24921,126.0456,122.9966,125.3247,246.2051,288.6477,260.7252904,9712578.9453125,13142.2874579871
97,Willowdale West,037,19999,73,99,86,75,93,107,84,82,437.1258,579.6932,490.9517,416.5047,501.8888,561.8273,429.2065,410.0205,9,14,11,13,11,24,44,32,53.89222,81.97681,62.79614,72.19415,59.36319,126.0173,224.8224,160.008,29,16,38,29,35,20,23,16,173.6527,93.68778,216.9321,161.0485,188.8829,105.0144,117.5208,80.004,12,1,10,21,30,23,25,30,71.85629,5.855486,57.0874,116.6213,161.8996,120.7666,127.74,150.0075,4,6,4,4,6,8,9,9,23.9521,35.13292,22.83496,22.21358,32.37992,42.00578,45.98641,45.00225,0,0,0,1,0,0,0,0,0,0,0,5.553396,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5.70874,0,0,5.250722,5.109601,0,13,16,40,46,37,54,74,70,77.84431,93.68778,228.3496,255.4562,199.6762,283.539,378.1105,350.0175009,5533741.0078125,10355.1041880784
98,Rouge,131,51666,183,174,148,196,195,188,151,157,383.5111,364.4055,308.8416,403.1595,394.8807,375.3694,297.3026,303.8749,59,53,23,32,61,88,63,110,123.6457,110.9971,47.99566,65.82195,123.5268,175.7048,124.0402,212.906,75,73,76,71,81,59,38,47,157.1767,152.8828,158.5944,146.0424,164.0274,117.8021,74.81788,90.96892,26,38,34,43,34,38,40,21,54.48792,79.58282,70.9501,88.44825,68.851,75.87254,78.75566,40.64569,10,8,13,11,16,13,10,12,20.95689,16.75428,27.12798,22.6263,32.40047,25.95639,19.68892,23.22611,1,0,0,4,0,0,1,3,2.095689167,0,0,8.227744,0,0,1.968892,5.806526536,2,3,6,6,3,5,5,9,4.191378,6.282854,12.52061,12.34162,6.075088,9.983228,9.844458,17.41957961,107,71,80,131,107,87,129,84,224.2387,148.6942,166.9414,269.4586,216.6781,173.7082,253.987,162.582743,72142543.9765625,50087.8399811091
99,Mount Olive-Silverstone-Jamestown,002,36234,240,236,271,276,257,278,208,212,706.2562,695.1194,796.2158,801.5101,736.5163,787.0004,581.4604,585.0858,63,58,42,50,78,86,86,76,185.3923,170.8344,123.3988,145.2011,223.5341,243.4605,240.4115,209.7478,25,37,34,34,27,35,18,16,73.56836,108.9806,99.89423,98.73675,77.3772,99.08278,50.31868,44.15742,75,105,110,71,62,59,31,49,220.7051,309.2692,323.1872,206.1856,177.681,167.0253,86.65996,135.2321,5,5,4,1,3,9,8,3,14.71367,14.72711,11.75226,2.904022,8.597466,25.47843,22.36386,8.279516,2,3,1,0,2,3,2,0,5.885468778,8.836264,2.938066,0,8.597466,8.492809,5.590965,0,5,11,6,6,15,12,16,9,14.71367,32.39964,17.62839,17.42413,42.98733,33.97124,44.72772,24.83854943,110,63,98,67,79,110,96,83,323.7008,185.5615,287.9304,194.5695,226.3999,311.403,268.3663,229.0666225,8893514.6875,17941.165039318
100,Cabbagetown-South St.James Town,071,12828,91,104,137,104,109,141,139,121,741.8277,855.4742,1133.355,850.9942,881.5204,1126.918,1098.38,943.2491,7,8,9,7,17,22,15,5,57.06367,65.80571,74.454,57.27845,137.4848,175.8312,118.5302,38.97724,71,68,51,58,41,111,71,70,578.7886,559.3485,421.906,474.5929,331.5811,887.1483,561.0431,545.6813,12,18,25,45,34,17,16,11,97.82343,148.0629,206.8167,368.2186,274.9697,135.8696,126.4322,85.74992,3,5,7,7,5,4,3,7,24.45586,41.12857,57.90867,57.27845,40.43672,31.96931,23.70605,54.56813,4,1,0,0,0,0,1,1,32.60780957,8.225714,0,0,0,0,7.902015,7.795447459,1,0,0,1,3,0,1,2,8.151953,0,0,8.182636,24.26203,0,7.902015,15.59089492,76,116,108,103,108,76,52,50,619.5484,954.1828,893.4481,842.8115,873.4331,607.4169,410.9048,389.7723729,2711835.51953125,7962.92752884284
101,Mount Pleasant East,099,18262,29,32,22,43,39,57,41,47,170.8596,187.0907,127.2485,246.4466,221.1637,320.009,228.1326,257.365,7,4,8,10,13,17,19,37,41.24197,23.38634,46.2722,57.31316,73.72122,95.44128,105.72,202.6065,30,17,15,21,36,50,38,33,176.7513,99.39195,86.76037,120.3576,204.1511,280.7096,211.44,180.7031,2,9,3,9,8,13,16,7,11.78342,52.61927,17.35207,51.58184,45.36691,72.9845,89.02737,38.33096,2,3,1,4,9,3,4,3,11.78342,17.53976,5.784025,22.92526,51.03777,16.84258,22.25684,16.42756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.614192,0,0,26,24,15,30,32,54,53,26,153.1845,140.3181,86.76037,171.9395,181.4676,303.1664,294.9032,142.3721389,5914861.70703125,15568.9108375114
102,Mount Pleasant West,104,37857,103,111,110,132,131,144,153,222,337.8822,362.8518,356.4716,410.4861,390.4969,412.4184,421.1048,586.4173,5,5,4,11,18,12,25,28,16.40205,16.34468,12.9626,34.20717,53.65606,34.3682,68.80797,73.96254,52,76,40,61,90,119,158,93,170.5813,248.4391,129.626,189.6943,268.2803,340.818,434.8664,245.6613,16,15,14,13,25,24,18,21,52.48655,49.03403,45.36911,40.42665,74.52231,68.7364,49.54174,55.47191,6,6,6,3,8,7,11,8,19.68246,19.61361,19.4439,9.329228,23.84714,20.04811,30.27551,21.13215,0,0,1,0,0,2,2,1,0,0,3.240651,0,5.961785,5.728033,5.504638,2.641519402,0,0,1,0,1,1,0,1,0,0,3.240651,0,2.980892,2.864017,0,2.641519402,32,25,24,29,25,41,65,39,104.9731,81.72338,77.77562,90.18254,74.52231,117.4247,178.9007,103.0192567,2572260.5703125,7176.72184409789
103,Blake-Jones,069,8364,70,64,60,59,62,67,56,47,874.4535,801.5028,751.5972,732.6462,762.5139,815.5812,675.7572,561.9321,4,3,5,6,9,7,7,5,49.96877,37.57045,62.63309,74.50639,110.6875,85.20998,84.46965,59.78001,20,28,23,17,27,18,27,27,249.8438,350.6575,288.1122,211.1015,332.0625,219.1114,325.8115,322.812,10,11,10,14,14,9,4,13,124.9219,137.7583,125.2662,173.8483,172.1805,109.5557,48.26837,155.428,1,1,0,2,1,4,5,1,12.49219,12.52348,0,24.83546,12.29861,48.69142,60.33546,11.956,0,0,1,0,2,0,0,0,0,0,12.52662,0,0,0,0,0,1,1,4,1,2,2,2,1,12.49219,12.52348,50.10648,12.41773,24.59722,24.34571,24.13419,11.95600191,27,17,20,17,10,22,26,12,337.2892,212.8992,250.5324,211.1015,122.9861,267.8028,313.7444,143.472023,1800434.2734375,5592.37509097117
104,Rexdale-Kipling,004,11141,49,62,72,87,79,59,49,50,452.1547,572.2725,663.2277,796.8492,719.1625,534.1783,441.6404,448.7928,12,10,23,25,58,51,44,41,110.7318,92.30201,211.8644,228.9797,527.9927,461.7474,396.575,368.01,17,17,16,13,18,14,18,29,156.87,156.9134,147.3839,119.0694,163.8598,126.7542,162.2352,260.2998,13,14,16,32,22,23,14,10,119.9594,129.2228,147.3839,293.094,200.2731,208.239,126.183,89.75855,2,1,0,1,3,3,1,2,18.45529,9.230201,0,9.159186,27.30997,27.16161,9.013069,17.95171,0,0,0,1,0,2,0,0,0,0,0,9.159186,18.20665,18.10774,0,0,1,0,4,2,3,5,1,2,9.227646,0,36.84599,18.31837,27.30997,45.26935,9.013069,17.9517099,58,21,14,19,36,46,43,55,535.2035,193.8342,128.9609,174.0246,327.7196,416.4781,387.562,493.6720223,4801279.578125,9788.33625201285
105,East End-Danforth,062,23324,179,195,170,170,185,187,147,184,819.147,889.8421,770.5557,761.956,818.8015,817.9512,636.0332,788.887,20,14,22,25,32,20,28,39,91.5248,63.8861,99.71897,112.0524,141.6305,87.48141,121.1492,167.2097,80,90,77,63,79,62,61,70,366.0992,410.6964,349.0164,282.3719,349.6504,271.1924,263.9322,300.1201,34,35,40,38,32,27,26,30,155.5922,159.7153,181.3072,170.3196,141.6305,118.0999,112.4957,128.6229,4,9,11,9,8,9,5,9,18.30496,41.06964,49.85949,40.33885,35.40763,39.36663,21.63378,38.58686,3,0,0,0,1,0,0,2,13.72872048,0,0,0,0,0,0,8.574858515,1,0,2,2,2,2,2,2,4.57624,0,9.065361,8.964188,8.851908,8.748141,8.653513,8.574858515,79,116,78,66,96,67,111,82,361.523,529.342,353.5491,295.8182,424.8916,293.0627,480.27,351.5691991,5049728.26953125,10196.8740709201
